Volatility 3 Framework 2.4.1

Offset	Name	Size
0x7dba9dc0	\Users\Rick\AppData\Local\Microsoft\Credentials	216
0x7dbc8b30	\Users\Rick\AppData\Roaming\Microsoft\Credentials	216
0x7dbcb070	\Users\Rick\ntuser.dat.LOG1	216
0x7dbcb220	\Users\Rick\ntuser.dat.LOG2	216
0x7dbcd070	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dbcfdd0	\Users\desktop.ini	216
0x7dbd1890	\Device\HarddiskVolume1\Users\Rick\AppData\Local\Microsoft\Windows\UsrClass.dat{c29cbaa1-669a-11e8-8fb0-001a7dda7111}.TM	216
0x7dbd3c00	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a	216
0x7dbd44d0	\Windows\System32\timedate.cpl	216
0x7dbd6550	\Users\Rick\AppData\Local\Temp\FXSAPIDebugLogFile.txt	216
0x7dbeed50	\Windows\winsxs\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2.manifest	216
0x7dbf21c0	\Windows\SysWOW64	216
0x7dbf5070	\Windows\SoftwareDistribution\DataStore\Logs\edb.chk	216
0x7dc13b50	\Windows\System32\stdole2.tlb	216
0x7dc15260	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc16490	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc30070	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.ci	216
0x7dc30c80	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc43c80	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc45680	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc459e0	\Users\Rick\AppData\Local\Temp\scoped_dir4076_14616\CRX_INSTALL\cast_setup\devices.html	216
0x7dc48bb0	\Windows\System32\drivers\ndis.sys	216
0x7dc4baa0	\Winsock2\CatalogChangeListener-1f4-0	216
0x7dc4d440	\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015	216
0x7dc51070	\Users\Rick\AppData\Roaming\Microsoft\Windows\Start Menu\desktop.ini	216
0x7dc51a70	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc54f20	\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini	216
0x7dc653d0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7dc678d0	\ProgramData\Microsoft\Windows\Caches\cversions.2.db	216
0x7dc6b660	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc7b970	\Users\Rick\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini	216
0x7dc895b0	\ProgramData\VMware\VMware VGAuth\logfile.txt.0	216
0x7dc897d0	\Windows\System32\wbem\MOF	216
0x7dc8c070	\Users\Rick\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db	216
0x7dc92f20	\Users\Rick\AppData\Local\Temp\scoped_dir4076_14616\CRX_INSTALL\cast_setup\setup.html	216
0x7dc969e0	\Users\Rick\AppData\Local\Temp\scoped_dir4076_14616\CRX_INSTALL\cast_setup\cast_app_redirect.js	216
0x7dc96b30	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc9bb20	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc9cf20	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dc9edd0	\Users\Rick\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db	216
0x7dca08f0	\mojo.4076.3192.7404302124319217711	216
0x7dca0dd0	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dca1f20	\Users\Rick\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0x7dcbbb50	\vgauth-service	216
0x7dcd48e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Extension Rules\LOG	216
0x7dcef6c0	\Windows\assembly\GAC_64\mscorlib\2.0.0.0__b77a5c561934e089\sortkey.nlp	216
0x7dcf2cd0	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\CLR Security Config\v2.0.50727.312\64bit\security.config.cch	216
0x7dcfd2a0	\Windows\assembly\GAC_32\mscorlib\2.0.0.0__b77a5c561934e089\sorttbls.nlp	216
0x7dd0bf20	\Users\Rick\AppData\Roaming\BitTorrent\maindoc.ico	216
0x7dd0c4e0	\Users\Rick\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9b9cdc69c1c24e2b.automaticDestinations-ms	216
0x7dd723f0	\Windows\System32\wbem\Repository\MAPPING3.MAP	216
0x7dd73070	\Users\Rick\AppData\Local\Google\Chrome\User Data\lockfile	216
0x7dd7e6a0	\Windows\System32\wbem\Repository\OBJECTS.DATA	216
0x7dd7f720	\Windows\System32\wbem\Repository\MAPPING1.MAP	216
0x7dd80e50	\Windows\System32\wbem\Repository\INDEX.BTR	216
0x7ddbeea0	\Windows\Microsoft.NET\Framework\v2.0.50727\CONFIG\security.config.cch	216
0x7ddc6070	\Users\Rick\AppData\Roaming\Microsoft\Windows\Network Shortcuts	216
0x7ddc9890	\Winsock2\CatalogChangeListener-1ec-0	216
0x7ddf0a20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7de0c800	\epmapper	216
0x7de0c950	\epmapper	216
0x7de0cbf0	\epmapper	216
0x7de0d1c0	\Winsock2\CatalogChangeListener-18c-0	216
0x7de11350	\LSM_API_service	216
0x7de11560	\LSM_API_service	216
0x7de12aa0	\LSM_API_service	216
0x7de16cd0	\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3.manifest	216
0x7de17da0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	216
0x7de18740	\Winsock2\CatalogChangeListener-328-0	216
0x7de18b90	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	216
0x7de19c50	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x7de1b220	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x7de1b680	\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac.manifest	216
0x7de1bce0	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7de1e670	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7de39740	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\1BA79029EC3FFD076F5DAC2F70A18685	216
0x7de41790	\eventlog	216
0x7de41a30	\eventlog	216
0x7de5f690	\Windows\WindowsShell.Manifest	216
0x7de63a90	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Extension Rules\MANIFEST-000001	216
0x7de64bb0	\$PrepareToShrinkFileSize	216
0x7de65420	\$PrepareToShrinkFileSize	216
0x7de69620	\Windows\System32\wbem\Performance\WmiApRpl.hew.h	216
0x7de6c070	\elineouttopo	216
0x7de6e5e0	\emicintopo	216
0x7de76490	\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\0DA515F703BB9B49479E8697ADB0B955_A026C9CD7BA14377D055F4A2325D4501	216
0x7de77070	\Windows	216
0x7de77b60	\elineoutwave	216
0x7de79740	\Users\Rick\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0x7de7e660	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000067	216
0x7de7e7d0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_0000a7	216
0x7de84ea0	\elineouttopo	216
0x7de85a20	\emicinwave	216
0x7de85c10	\emicintopo	216
0x7de89070	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData	216
0x7de8a810	\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9	216
0x7de8d9c0	\$ConvertToNonresident	216
0x7de99330	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000069	216
0x7de9cf20	\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER	216
0x7de9d780	\lsass	216
0x7de9df20	\Windows\CSC\v2.0.6\temp	216
0x7deaef20		216
0x7deaf880	\Windows\CSC\v2.0.6\namespace	216
0x7deb4ad0	\$MapAttributeValue	216
0x7deb7750		216
0x7dec1070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7dec3cc0	\Windows\inf\hdaudio.PNF	216
0x7dee6b60	\Windows\System32\drivers\etc	216
0x7deee610	\Windows\winsxs\amd64_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_01c9581e60cbee58	216
0x7df0d2c0	\Windows\Tasks\SCHEDLGU.TXT	216
0x7df3c070	\Windows\Tasks	216
0x7df3c370	\atsvc	216
0x7df3c4c0	\atsvc	216
0x7df3c760	\atsvc	216
0x7df3ee00	\Winsock2\CatalogChangeListener-364-0	216
0x7df42320	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7df5a350	\Windows\AppPatch\AppPatch64\sysmain.sdb	216
0x7df5b070	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My	216
0x7df8dbb0	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc	216
0x7dfc4390	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7dfc8540	\wkssvc	216
0x7dfc95d0	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dfd3dd0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000136	216
0x7dfe2ea0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7dfe5dd0	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dfe6560	\Users\Rick\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db	216
0x7dfe8600	\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251	216
0x7dff1180	\Windows\System32\drivers\acpi.sys	216
0x7dff12d0	\trkwks	216
0x7dff4a10	\$PrepareToShrinkFileSize	216
0x7dff5070	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.0.regtrans-ms	216
0x7dffa070	\keysvc	216
0x7dffbdd0	\keysvc	216
0x7dffbf20	\keysvc	216
0x7dffc7f0	\trkwks	216
0x7dffd320	\Windows\assembly\GAC_32\mscorlib\2.0.0.0__b77a5c561934e089\sorttbls.nlp	216
0x7e0055f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\nt5.cat	216
0x7e011a20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00005a	216
0x7e0ef3a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00012a	216
0x7e0f2dd0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Sync Extension Settings\pkedcjkdefgpdelpbcmbmeomcjbeemfm\MANIFEST-000001	216
0x7e100410	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7e101cc0	\Windows\Media\Windows User Account Control.wav	216
0x7e107300	\System Volume Information\Syscache.hve.LOG2	216
0x7e10b070	\Windows\Fonts	216
0x7e1176f0	\Users\Rick\AppData\Local\Microsoft\Windows\Burn	216
0x7e117a90	\elineouttopo	216
0x7e123d40	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e1285b0	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3	216
0x7e128eb0	\Windows\SysWOW64	216
0x7e14d3a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00009f	216
0x7e15a480	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\MANIFEST-000001	216
0x7e15c270	\Windows\win.ini	216
0x7e15e230	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Service Worker\Database\MANIFEST-000001	216
0x7e15ea80	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00010d	216
0x7e163070	\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe.config	216
0x7e1642b0	\Windows\System32\config\SECURITY	216
0x7e165f20	\Program Files\VMware\VMware Tools\suspend-vm-default.bat	216
0x7e168f20	\Windows\System32\config\SECURITY.LOG1	216
0x7e16b9e0	\Windows\System32\config\RegBack\SECURITY	216
0x7e171070	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My	216
0x7e179410	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af	216
0x7e192070	\protected_storage	216
0x7e1921e0	\scerpc	216
0x7e192330	\protected_storage	216
0x7e192c80	\scerpc	216
0x7e192dd0	\scerpc	216
0x7e192f20	\Windows\System32\config\SAM	216
0x7e194840	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci	216
0x7e195390	\Windows\System32\config\SAM.LOG2	216
0x7e195710	\Windows\System32\config\SAM.LOG1	216
0x7e1958c0	\Windows\System32\config\RegBack\SAM	216
0x7e19abe0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00012b	216
0x7e1a12b0	\plugplay	216
0x7e1a5140	\$ConvertToNonresident	216
0x7e1b36c0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e1b42d0	\Users\Rick\AppData\Roaming\Microsoft\Windows\Libraries\desktop.ini	216
0x7e1e2d10	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2	216
0x7e1e3a90	\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{220535da-9502-11e8-a17d-806e6f6e6963}.TM	216
0x7e1e3f20	\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{220535da-9502-11e8-a17d-806e6f6e6963}.TM	216
0x7e1e49f0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{220535da-9502-11e8-a17d-806e6f6e6963}.TMContainer00000000000000000002.regtrans-ms	216
0x7e1ee470	\eventlog	216
0x7e1faac0	\Winsock2\CatalogChangeListener-2c8-0	216
0x7e404070	\mojo.4076.4080.8020609658211831185	216
0x7e40aab0	\Torrents	216
0x7e410420	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af	216
0x7e410890	\Users\Rick\Desktop\Flag.txt	216
0x7e414ab0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\7B2238AACCEDC3F1FFE8E7EB5F575EC9	216
0x7e414f20	\$ConvertToNonresident	216
0x7e416320	\Program Files\desktop.ini	216
0x7e417070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\databases\Databases.db	216
0x7e419bb0	\mojo.4076.3192.16698411741493707132	216
0x7e422dd0	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e422f20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e42d070	\Users\Rick\AppData\Local\Google\Chrome\User Data\en-US-8-0.bdic	216
0x7e42f0f0	\Users\Rick\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\0DA515F703BB9B49479E8697ADB0B955_7DC3E633EDFAEFC3AA3C99552548EC2F	216
0x7e4346a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000018	216
0x7e446a20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00001c	216
0x7e446dd0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\LOCK	216
0x7e44d340	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\QuotaManager	216
0x7e458150	\$ConvertToNonresident	216
0x7e461f20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e468700	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\MANIFEST-000001	216
0x7e46be60	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Extension State\LOG	216
0x7e471070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Extension State\MANIFEST-000001	216
0x7e49fc10	\srvsvc	216
0x7e4cfb50	\$ConvertToNonresident	216
0x7e4f4460	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3	216
0x7e4ff640	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Service Worker\ScriptCache\index-dir\the-real-i	216
0x7e518a20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00009c	216
0x7e51c070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Extension State\LOCK	216
0x7e51c9c0	\Windows\System32\wbem\Performance\WmiApRpl.ini.ini	216
0x7e522d60	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\LOG	216
0x7e52f730	\Windows\SysWOW64\l3codeca.acm	216
0x7e530320	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00005d	216
0x7e532da0	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7e59a990	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Session Storage\LOG	216
0x7e59ebf0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Session Storage\MANIFEST-000001	216
0x7e5a2470	\Users\Rick\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\20\scoped_dir4076_26702\LICENSE	216
0x7e5a5d20	\Users\Rick\Links	216
0x7e5af1d0	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.1.regtrans-ms	216
0x7e5b4860	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Session Storage\000005.ldb	216
0x7e5b4d50	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e5b6f20	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.dir	216
0x7e5b7790	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Session Storage\000008.ldb	216
0x7e5b8f20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Session Storage\LOCK	216
0x7e5b9f20	\mojo.4076.3192.940532788255752627	216
0x7e5c52d0	\Users\Rick\AppData\Roaming\Microsoft\Windows\SendTo\Desktop.ini	216
0x7e5c6360	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\https_www.google.co.il_0.indexeddb.leveldb\LOG	216
0x7e5ce260	\Windows	216
0x7e5d5c00	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000117	216
0x7e5dc2c0	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e5dc990	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00001f	216
0x7e6c6b40	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Web Data copy	216
0x7e6e0c10	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Favicons-journal	216
0x7e6e1d20	\mojo.4076.3192.17194228384398903622	216
0x7e6ed810	\Users\Rick\AppData\Local\Google\Chrome\User Data\CrashpadMetrics-active.pma	216
0x7e6ee8e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_1	216
0x7e6f4a20	\Windows\System32\drivers\etc	216
0x7e6f6ea0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Visited Links	216
0x7e6f7300	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00005c	216
0x7e6fcea0	\mojo.4076.3192.15595213527859281055	216
0x7e6fef20	\mojo.4076.3192.15595213527859281055	216
0x7e701f20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOCK	216
0x7e7089c0	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_0	216
0x7e70d120	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_0	216
0x7e70e310	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Favicons	216
0x7e70edd0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Web Data	216
0x7e710420	\ProgramData\Lavasoft\Web Companion\Options\ServicePartnerInfo.txt	216
0x7e7118d0	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\index	216
0x7e711a20	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\index	216
0x7e7129e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor	216
0x7e7133d0	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_2	216
0x7e713d50	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e714300	\mojo.4076.3192.1858175958576792231	216
0x7e714910	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_1	216
0x7e714c00	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\ntpe.cat	216
0x7e7158a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_2	216
0x7e717b50	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000111	216
0x7e717da0	\mojo.4076.3192.1858175958576792231	216
0x7e718660	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e71ada0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\LOG	216
0x7e71f5c0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Web Data-journal	216
0x7e71ff20	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3	216
0x7e721910	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG	216
0x7e721f20	\Users\Rick\AppData\Roaming\Microsoft\Windows\Libraries	216
0x7e722b60	\Windows\assembly\GAC_64\mscorlib\2.0.0.0__b77a5c561934e089\sortkey.nlp	216
0x7e7248c0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00005f	216
0x7e726070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\MANIFEST-000018	216
0x7e726530	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc	216
0x7e729930	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Download Service\EntryDB\LOCK	216
0x7e72dc50	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\GPUCache\index	216
0x7e72dda0	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e72e3a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Safe Browsing Channel IDs	216
0x7e72fb70	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\QuotaManager-journal	216
0x7e72ff20	\ProgramData\Lavasoft\Web Companion\Options\Statistics.txt	216
0x7e732800	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\GPUCache\data_0	216
0x7e735070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000076	216
0x7e7383f0	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84\v8_context_snapshot.bin	216
0x7e739070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\index	216
0x7e73a070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\previews_opt_out.db	216
0x7e73acc0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Login Data-journal	216
0x7e73b540	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e73bcf0	\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\B0B1E3C3B1330A269DBEE4BA6313E7B4	216
0x7e73bf20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000113	216
0x7e73cd10	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_0	216
0x7e73f340	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wid	216
0x7e741070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Download Service\EntryDB\MANIFEST-000018	216
0x7e741250	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7e7846e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Current Session	216
0x7e78e070	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84\v8_context_snapshot.bin	216
0x7e78ee90	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_0000c8	216
0x7e78fd00	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7e793940	\Users\Rick\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\6e1adf45716efaa0.automaticDestinations-ms	216
0x7e793a90	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e7944c0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_3	216
